location_id,belongs_to,totala
19481,2015-01-22,6720.57
19480,2015-01-23,9185.51
19481,2015-01-23,6491.97
19480,2015-01-24,12242.67
19481,2015-01-24,7837.31
19480,2015-01-25,8553.13
19481,2015-01-25,8133.75
19480,2015-01-26,10090.56
19481,2015-01-26,7300.77
19480,2015-01-27,9273.73
19481,2015-01-27,8180.68
19480,2015-01-28,8580.38
19481,2015-01-28,7334.46
19480,2015-01-29,9159.3
19481,2015-01-29,7554.91
19480,2015-01-30,8935.89
19481,2015-01-30,8418.57
19480,2015-01-31,14521
19481,2015-01-31,10030.62
19480,2015-02-01,13443.92
19481,2015-02-01,8921.87
19480,2015-02-02,12680.55
19481,2015-02-02,7479.44
19480,2015-02-03,10644.46
19481,2015-02-03,7711.31
19480,2015-02-04,8542.87
19481,2015-02-04,7096.96
19480,2015-02-05,9011.58
19481,2015-02-05,6911.34
19480,2015-02-06,9653.64
19481,2015-02-06,7713.37
19480,2015-02-07,13244.49
19481,2015-02-07,7678.65
19480,2015-02-08,9507.79
19481,2015-02-08,7776.68
19480,2015-02-09,11376.51
19481,2015-02-09,8170.98
19480,2015-02-10,8884.36
19481,2015-02-10,7327.85
19480,2015-02-11,8307.37
19481,2015-02-11,7750.59
19480,2015-02-12,8822.43
19481,2015-02-12,7425.79
19480,2015-02-13,9391.75
19481,2015-02-13,8569.22
19480,2015-02-14,12072.69
19481,2015-02-14,8679.29
19480,2015-02-15,8277.38
19481,2015-02-15,7225.87
19480,2015-02-16,10771.68
19481,2015-02-16,8462.04
19480,2015-02-17,9719.34
19481,2015-02-17,8934.35
19480,2015-02-18,9457.36
19481,2015-02-18,7324.85
19480,2015-02-19,8648.9
19481,2015-02-19,7581.36
19480,2015-02-20,9336.34
19481,2015-02-20,8291.64
19480,2015-02-21,12987.46
19481,2015-02-21,7573.48
19480,2015-02-22,9844.01
19481,2015-02-22,8136.9
19480,2015-02-23,11815.49
19481,2015-02-23,7196.16
19480,2015-02-24,9847.22
19481,2015-02-24,8172.56
19480,2015-02-25,10352.97
19481,2015-02-25,7641.44
19480,2015-02-26,9715.01
19481,2015-02-26,7684.97
19480,2015-02-27,11090.83
19481,2015-02-27,7792.06
19480,2015-02-28,14041.23
19481,2015-02-28,8215.12
19480,2015-03-01,11172.31
19481,2015-03-01,7600.37
19480,2015-03-02,13467.25
19481,2015-03-02,10024.98
19480,2015-03-03,11716.08
19481,2015-03-03,8628.2
19480,2015-03-04,10872.02
19481,2015-03-04,7797.25
19480,2015-03-05,9032.81
19481,2015-03-05,7184.72
19480,2015-03-06,8339.07
19481,2015-03-06,8660.2
19480,2015-03-07,12499.06
19481,2015-03-07,9083.58
19480,2015-03-08,7821.87
19481,2015-03-08,7383.49
19480,2015-03-09,10844.66
19481,2015-03-09,8825.17
19480,2015-03-10,8290.71
19481,2015-03-10,6926.14
19480,2015-03-11,8309.09
19481,2015-03-11,7389.19
19480,2015-03-12,8044.21
19481,2015-03-12,8047.2
19480,2015-03-13,9638.54
19481,2015-03-13,8293.63
19480,2015-03-14,11442.78
19481,2015-03-14,8098.82
19480,2015-03-15,8257.88
19481,2015-03-15,6643.42
19480,2015-03-16,10610.26
19481,2015-03-16,6894.62
19480,2015-03-17,9899.36
19481,2015-03-17,7357.21
86087,2015-03-17,1681.98
19480,2015-03-18,10222.91
19481,2015-03-18,6153.15
86087,2015-03-18,1610.05
19480,2015-03-19,9482.52
19481,2015-03-19,6452.55
86087,2015-03-19,1518.25
19480,2015-03-20,8811.17
19481,2015-03-20,8573.15
86087,2015-03-20,1764.05
19480,2015-03-21,11981.81
19481,2015-03-21,7456.36
86087,2015-03-21,1494.1
19480,2015-03-22,8014.2
19481,2015-03-22,6046.1
86087,2015-03-22,1655.56
19480,2015-03-23,9682.89
19481,2015-03-23,7301.47
86087,2015-03-23,3426.61
19480,2015-03-24,8462.23
19481,2015-03-24,7157.74
86087,2015-03-24,1202.54
19480,2015-03-25,8612.72
19481,2015-03-25,6014.02
86087,2015-03-25,1365.47
19480,2015-03-26,7559.23
19481,2015-03-26,7398.11
86087,2015-03-26,1247.76
19480,2015-03-27,7503.26
19481,2015-03-27,7376.07
86087,2015-03-27,1443.08
19480,2015-03-28,12283.37
19481,2015-03-28,6590.24
86087,2015-03-28,1667.71
19480,2015-03-29,8278.13
19481,2015-03-29,7390.16
86087,2015-03-29,1448.8
19480,2015-03-30,9906.55
19481,2015-03-30,6971.66
86087,2015-03-30,3318.61
19480,2015-03-31,8644.66
19481,2015-03-31,7676.76
86087,2015-03-31,2011.89
19480,2015-04-01,13997.73
19481,2015-04-01,8252.97
86087,2015-04-01,1863.06
19480,2015-04-02,13658.19
19481,2015-04-02,7526.5
86087,2015-04-02,1638.39
19480,2015-04-03,8842.59
19481,2015-04-03,9655.33
86087,2015-04-03,2168.37
19480,2015-04-04,17727.55
19481,2015-04-04,
86087,2015-04-04,2587.59
19480,2015-04-05,
19481,2015-04-05,
19480,2015-04-06,10358.53
19481,2015-04-06,9572.85
86087,2015-04-06,1806.51
19480,2015-04-07,10479.84
19481,2015-04-07,8459.49
86087,2015-04-07,1553.31
19480,2015-04-08,8393.72
19481,2015-04-08,6834.3
19480,2015-04-09,7692.25
19481,2015-04-09,7018.44
86087,2015-04-09,1905.59
19480,2015-04-10,8088.73
19481,2015-04-10,7986.49
86087,2015-04-10,1701.75
19480,2015-04-11,11679.74
19481,2015-04-11,8200.57
86087,2015-04-11,2085.61
19480,2015-04-12,8319.73
19481,2015-04-12,7566.19
86087,2015-04-12,1679.97
19480,2015-04-13,11559.38
19481,2015-04-13,7728.17
86087,2015-04-13,2075.78
19480,2015-04-14,9609.79
19481,2015-04-14,7859.36
86087,2015-04-14,1943.04
19480,2015-04-15,8171.19
19481,2015-04-15,7433.68
86087,2015-04-15,1985.56
19480,2015-04-16,7642.71
19481,2015-04-16,7214.3
86087,2015-04-16,1549.83
19480,2015-04-17,9981.02
19481,2015-04-17,7383.52
86087,2015-04-17,1559.32
19480,2015-04-18,12995.13
19481,2015-04-18,6792.45
86087,2015-04-18,1767.37
19480,2015-04-19,8522.01
19481,2015-04-19,6909.49
86087,2015-04-19,1783.53
19480,2015-04-20,9493.48
19481,2015-04-20,8619.37
86087,2015-04-20,1740.13
19480,2015-04-21,9366.87
19481,2015-04-21,6608.67
86087,2015-04-21,1705.89
19480,2015-04-22,7574.48
19481,2015-04-22,7841.73
86087,2015-04-22,1619.65
19480,2015-04-23,7860.08
19481,2015-04-23,7783.35
86087,2015-04-23,1652.7
19480,2015-04-24,10001.69
19481,2015-04-24,7418.82
86087,2015-04-24,1829.69
19480,2015-04-25,11617.88
19481,2015-04-25,7273.62
86087,2015-04-25,1490.46
19480,2015-04-26,7510.72
19481,2015-04-26,7949.62
86087,2015-04-26,1609.39
19480,2015-04-27,10189.59
19481,2015-04-27,7349.96
86087,2015-04-27,
19480,2015-04-28,8382.85
19481,2015-04-28,7131.75
86087,2015-04-28,1633.96
19480,2015-04-29,8829.07
19481,2015-04-29,5999.09
86087,2015-04-29,1635.31
19480,2015-04-30,7947.42
19481,2015-04-30,7323.19
86087,2015-04-30,1445.26
19480,2015-05-01,11713.96
19481,2015-05-01,9126.32
86087,2015-05-01,2206.85
19480,2015-05-02,13706.57
19481,2015-05-02,7714.67
86087,2015-05-02,2273.88
19480,2015-05-03,9526.04
19481,2015-05-03,7129.8
86087,2015-05-03,2160.33
19480,2015-05-04,11453.81
19481,2015-05-04,8595.52
86087,2015-05-04,2027.89
19480,2015-05-05,9692.62
19481,2015-05-05,7074.32
86087,2015-05-05,1754.44
19480,2015-05-06,8073.49
19481,2015-05-06,7660.59
86087,2015-05-06,1965.66
19480,2015-05-07,8578.35
19481,2015-05-07,7787.02
86087,2015-05-07,1869.97
19480,2015-05-08,9913.76
19481,2015-05-08,8143.34
86087,2015-05-08,1944.83
19480,2015-05-09,12831.82
19481,2015-05-09,8329.71
86087,2015-05-09,2638.69
19480,2015-05-10,6876.71
19481,2015-05-10,5454.23
86087,2015-05-10,2025.97
19480,2015-05-11,9102.18
19481,2015-05-11,7445.31
86087,2015-05-11,2024.55
19480,2015-05-12,9467.02
19481,2015-05-12,7337.6
86087,2015-05-12,2159.87
19480,2015-05-13,9415.98
19481,2015-05-13,6467.05
86087,2015-05-13,2091.04
19480,2015-05-14,7006.75
19481,2015-05-14,6520.86
86087,2015-05-14,1861.33
19480,2015-05-15,10570.14
19481,2015-05-15,8123.79
86087,2015-05-15,2139.03
19480,2015-05-16,12435.42
19481,2015-05-16,7581.7
86087,2015-05-16,2190.42
19480,2015-05-17,8340.52
19481,2015-05-17,7222.86
86087,2015-05-17,1976.84
19480,2015-05-18,10000.41
19481,2015-05-18,7810.39
86087,2015-05-18,1960.29
19480,2015-05-19,9715.31
19481,2015-05-19,6269.41
86087,2015-05-19,1984.16
19480,2015-05-20,8332.13
19481,2015-05-20,6695.71
86087,2015-05-20,1756.42
19480,2015-05-21,8603.16
19481,2015-05-21,7585.67
86087,2015-05-21,2176.51
19480,2015-05-22,10301.67
19481,2015-05-22,7495.3
86087,2015-05-22,1922.64
19480,2015-05-23,13221.03
19481,2015-05-23,8096.32
86087,2015-05-23,2159.49
19480,2015-05-24,6605.05
19481,2015-05-24,6783.14
86087,2015-05-24,2217.39
19480,2015-05-25,7743.69
19481,2015-05-25,6723.92
86087,2015-05-25,1906.03
19480,2015-05-26,7649.48
19481,2015-05-26,6960.39
86087,2015-05-26,2193.65
19480,2015-05-27,7671.41
19481,2015-05-27,6407.21
86087,2015-05-27,1551.43
19480,2015-05-28,8326.92
19481,2015-05-28,6130.71
86087,2015-05-28,1667.65
19480,2015-05-29,9331.27
19481,2015-05-29,6568.86
86087,2015-05-29,1623.81
19480,2015-05-30,12172.43
19481,2015-05-30,7800.74
86087,2015-05-30,1844.99
19480,2015-05-31,8390.09
19481,2015-05-31,6696.81
86087,2015-05-31,1788.32
19480,2015-06-01,13796.36
19481,2015-06-01,8182
86087,2015-06-01,2735.72
19480,2015-06-02,11918.12
19481,2015-06-02,7749.55
86087,2015-06-02,1954.19
19480,2015-06-03,8994.43
19481,2015-06-03,7608.11
86087,2015-06-03,1756.63
19480,2015-06-04,9098.73
19481,2015-06-04,6649.81
86087,2015-06-04,1796.56
19480,2015-06-05,10539.62
19481,2015-06-05,6990.57
86087,2015-06-05,2049.32
19480,2015-06-06,13094.56
19481,2015-06-06,7146.92
86087,2015-06-06,2397.4
19480,2015-06-07,8692.56
19481,2015-06-07,6856.77
86087,2015-06-07,2010.84
19480,2015-06-08,8785.04
19481,2015-06-08,7479.75
86087,2015-06-08,2943.55
19480,2015-06-09,9283.44
19481,2015-06-09,7110.26
86087,2015-06-09,2528.48
19480,2015-06-10,8170.57
19481,2015-06-10,6729.64
86087,2015-06-10,2773.09
19480,2015-06-11,7895.34
19481,2015-06-11,6903.97
86087,2015-06-11,2336.94
19480,2015-06-12,9104.85
19481,2015-06-12,8257.45
86087,2015-06-12,2488.16
19480,2015-06-13,11258.4
19481,2015-06-13,7079.6
86087,2015-06-13,2037.57
19480,2015-06-14,8126.58
19481,2015-06-14,6258.37
86087,2015-06-14,2830.24
19480,2015-06-15,9903
19481,2015-06-15,7707.5
86087,2015-06-15,2367.09
19480,2015-06-16,8937.19
19481,2015-06-16,6633.3
86087,2015-06-16,2366.16
19480,2015-06-17,7945.47
19481,2015-06-17,6594.76
86087,2015-06-17,1846.28
19480,2015-06-18,8249.85
19481,2015-06-18,6275.51
86087,2015-06-18,2213.07
19480,2015-06-19,8609.6
19481,2015-06-19,7809.59
86087,2015-06-19,2157.21
19480,2015-06-20,12785.84
19481,2015-06-20,8161.21
86087,2015-06-20,1910.55
19480,2015-06-21,8217.35
19481,2015-06-21,5921.25
86087,2015-06-21,2145.65
19480,2015-06-22,8993.22
19481,2015-06-22,6047.69
86087,2015-06-22,2172.71
19480,2015-06-23,8356.91
19481,2015-06-23,7147.31
86087,2015-06-23,2350.72
19480,2015-06-24,8011.59
19481,2015-06-24,6173.81
86087,2015-06-24,1975.53
19480,2015-06-25,8325.61
19481,2015-06-25,6214.29
86087,2015-06-25,1884.91
19480,2015-06-26,8959.05
19481,2015-06-26,7396.53
86087,2015-06-26,2204.76
19480,2015-06-27,11333.94
19481,2015-06-27,7100.65
86087,2015-06-27,1777.47
19480,2015-06-28,7882.31
19481,2015-06-28,6483.92
86087,2015-06-28,1767.89
19480,2015-06-29,9767.74
19481,2015-06-29,6902.82
86087,2015-06-29,1585.27
19480,2015-06-30,9447.8
19481,2015-06-30,7433.69
86087,2015-06-30,2003.39
19480,2015-07-01,12971.79
19481,2015-07-01,7836.86
86087,2015-07-01,2043.84
19480,2015-07-02,11081.99
19481,2015-07-02,8743.37
86087,2015-07-02,2348.41
19480,2015-07-03,11725.47
19481,2015-07-03,9259.46
86087,2015-07-03,2648.13
19480,2015-07-04,13194.83
19481,2015-07-04,5779.44
86087,2015-07-04,2016.99
19480,2015-07-05,7063.06
19481,2015-07-05,7374.53
86087,2015-07-05,1289.63
19480,2015-07-06,9773.64
19481,2015-07-06,8109.5
86087,2015-07-06,2114.16
19480,2015-07-07,10217.75
19481,2015-07-07,7237.78
86087,2015-07-07,1945.53
19480,2015-07-08,9811.9
19481,2015-07-08,7379.45
86087,2015-07-08,
19480,2015-07-09,7849.89
19481,2015-07-09,6369.71
86087,2015-07-09,
19480,2015-07-10,9194.39
19481,2015-07-10,6936.33
86087,2015-07-10,1641.5
19480,2015-07-11,12042.42
19481,2015-07-11,6411.49
86087,2015-07-11,2427.35
19480,2015-07-12,8208.51
19481,2015-07-12,6463.91
86087,2015-07-12,1846.92
19480,2015-07-13,10296.04
19481,2015-07-13,7400.13
86087,2015-07-13,2346.43
19480,2015-07-14,8020.25
19481,2015-07-14,6682.78
86087,2015-07-14,1801.4
19480,2015-07-15,8649.29
19481,2015-07-15,6087.75
86087,2015-07-15,1696.46
19480,2015-07-16,7626.34
19481,2015-07-16,6504.8
86087,2015-07-16,1551.44
19480,2015-07-17,8160.44
19481,2015-07-17,7706.85
86087,2015-07-17,1661.41
19480,2015-07-18,11393.85
19481,2015-07-18,6448.16
86087,2015-07-18,1861.11
19480,2015-07-19,8118.79
19481,2015-07-19,6763.11
86087,2015-07-19,1471.46
19480,2015-07-20,10318.48
19481,2015-07-20,7795.39
86087,2015-07-20,2305.16
19480,2015-07-21,8932.28
19481,2015-07-21,7407.5
86087,2015-07-21,1637.12
19480,2015-07-22,7846.09
19481,2015-07-22,6599.91
86087,2015-07-22,1645.21
19480,2015-07-23,7250.92
19481,2015-07-23,6902.56
86087,2015-07-23,1565.01
19480,2015-07-24,9198.9
19481,2015-07-24,7166.67
86087,2015-07-24,1640.59
19480,2015-07-25,11562.64
19481,2015-07-25,7318.73
86087,2015-07-25,1983.68
19480,2015-07-26,7385.87
19481,2015-07-26,7085.93
86087,2015-07-26,1776.48
19480,2015-07-27,10240.61
19481,2015-07-27,7602.19
86087,2015-07-27,1984.04
19480,2015-07-28,8215.75
19481,2015-07-28,6538.82
86087,2015-07-28,1710.88
19480,2015-07-29,8936.4
19481,2015-07-29,5944.38
86087,2015-07-29,1645.52
19480,2015-07-30,6982.57
19481,2015-07-30,6392.31
86087,2015-07-30,1883.28
19480,2015-07-31,9350.97
19481,2015-07-31,7823.24
86087,2015-07-31,1868.87
19480,2015-08-01,17520.64
19481,2015-08-01,8124.98
86087,2015-08-01,2082.05
19480,2015-08-02,9877.34
19481,2015-08-02,6871.56
86087,2015-08-02,2154.65
19480,2015-08-03,11808.84
19481,2015-08-03,8001.03
86087,2015-08-03,2474.07
19480,2015-08-04,10648.53
19481,2015-08-04,6643.05
86087,2015-08-04,1751.64
19480,2015-08-05,8795.18
19481,2015-08-05,7388.55
86087,2015-08-05,2031.69
19480,2015-08-06,8050
19481,2015-08-06,7480.98
86087,2015-08-06,2052.14
19480,2015-08-07,8437.88
19481,2015-08-07,7197.67
86087,2015-08-07,2059.8
19480,2015-08-08,11344.29
19481,2015-08-08,7096.1
86087,2015-08-08,2039.51
19480,2015-08-09,7939.19
19481,2015-08-09,6324.85
86087,2015-08-09,1541.69
19480,2015-08-10,10767.16
19481,2015-08-10,6744.59
86087,2015-08-10,2201.94
19480,2015-08-11,8146.3
19481,2015-08-11,6170.7
86087,2015-08-11,1846.08
19480,2015-08-12,8337.41
19481,2015-08-12,7454.01
86087,2015-08-12,1716.54
19480,2015-08-13,9627.18
19481,2015-08-13,6442.02
86087,2015-08-13,1699.33
19480,2015-08-14,8789.76
19481,2015-08-14,7309.67
86087,2015-08-14,1722.72
19480,2015-08-15,12434.36
19481,2015-08-15,7627.78
86087,2015-08-15,1775.23
19480,2015-08-16,7641.38
19481,2015-08-16,7394.83
86087,2015-08-16,1620.05
19480,2015-08-17,10253.84
19481,2015-08-17,7291.33
86087,2015-08-17,2889.06
19480,2015-08-18,8454.18
19481,2015-08-18,6875.68
86087,2015-08-18,1413.5
19480,2015-08-19,8787.52
19481,2015-08-19,6280.43
86087,2015-08-19,1502.08
19480,2015-08-20,7400.8
19481,2015-08-20,7366.74
86087,2015-08-20,2022.77
19480,2015-08-21,9718.52
19481,2015-08-21,6741.65
86087,2015-08-21,1607.03
19480,2015-08-22,12726.41
19481,2015-08-22,7868.46
86087,2015-08-22,1661.55
19480,2015-08-23,8544.4
19481,2015-08-23,8764.65
86087,2015-08-23,1585.19
19480,2015-08-24,10401.29
19481,2015-08-24,7942.12
86087,2015-08-24,1846.57
19480,2015-08-25,9216.58
19481,2015-08-25,6656.24
86087,2015-08-25,1772.73
19480,2015-08-26,8692.55
19481,2015-08-26,7192.68
86087,2015-08-26,765.04
19480,2015-08-27,7229.74
19481,2015-08-27,5798.99
86087,2015-08-27,1809.1
19480,2015-08-28,7820.71
19481,2015-08-28,6227.03
86087,2015-08-28,1316.7
19480,2015-08-29,11371.02
19481,2015-08-29,7915.87
86087,2015-08-29,1668.66
19480,2015-08-30,7790.9
19481,2015-08-30,8131.39
86087,2015-08-30,1689.22
19480,2015-08-31,10212.77
19481,2015-08-31,8342.68
86087,2015-08-31,2101.72
19480,2015-09-01,13828.97
19481,2015-09-01,8713.27
86087,2015-09-01,2429.22
19480,2015-09-02,10784.2
19481,2015-09-02,7537.45
86087,2015-09-02,2159.47
19480,2015-09-03,9245.44
19481,2015-09-03,7994.83
86087,2015-09-03,2288.07
19480,2015-09-04,8625.87
19481,2015-09-04,8097.35
86087,2015-09-04,2003.39
19480,2015-09-05,12881.34
19481,2015-09-05,8128.84
86087,2015-09-05,2404.39
19480,2015-09-06,8189.99
19481,2015-09-06,6813.62
86087,2015-09-06,1972.69
19480,2015-09-07,11803.52
19481,2015-09-07,6913.98
86087,2015-09-07,2120.98
19480,2015-09-08,9878.56
19481,2015-09-08,7538.73
86087,2015-09-08,1931.57
19480,2015-09-09,8617.28
19481,2015-09-09,7714.9
86087,2015-09-09,1597.09
19480,2015-09-10,7734.23
19481,2015-09-10,6433.51
86087,2015-09-10,1813.58
19480,2015-09-11,8902
19481,2015-09-11,6911.06
86087,2015-09-11,3286.3
19480,2015-09-12,10817.28
19481,2015-09-12,8567.56
86087,2015-09-12,1951.32
19480,2015-09-13,8305.95
19481,2015-09-13,8470.28
86087,2015-09-13,2382.76
19480,2015-09-14,9437.5
19481,2015-09-14,7356.11
86087,2015-09-14,2273.35
19480,2015-09-15,8418.83
19481,2015-09-15,6696.82
86087,2015-09-15,1503.65
19480,2015-09-16,7682.59
19481,2015-09-16,6900.62
86087,2015-09-16,1736.43
19480,2015-09-17,6731.91
19481,2015-09-17,6609.94
86087,2015-09-17,1388.48
19480,2015-09-18,8412.35
19481,2015-09-18,7113.88
86087,2015-09-18,1897.82
19480,2015-09-19,11110.74
19481,2015-09-19,8814.76
86087,2015-09-19,2735.14
19480,2015-09-20,7221.82
19481,2015-09-20,7497.96
86087,2015-09-20,2293.33
19480,2015-09-21,9235.57
19481,2015-09-21,7164.65
86087,2015-09-21,1706.32
19480,2015-09-22,7957.21
19481,2015-09-22,6673.81
86087,2015-09-22,1825.57
19480,2015-09-23,6188.12
19481,2015-09-23,5863.1
86087,2015-09-23,1805.48
19480,2015-09-24,8213.34
19481,2015-09-24,6330.2
86087,2015-09-24,914.27
19480,2015-09-25,9178.65
19481,2015-09-25,6999.21
86087,2015-09-25,1940.56
19480,2015-09-26,10626.17
19481,2015-09-26,7561.71
86087,2015-09-26,1954.33
19480,2015-09-27,7519.34
19481,2015-09-27,6763.99
86087,2015-09-27,1652.83
19480,2015-09-28,8854.32
19481,2015-09-28,7077.94
86087,2015-09-28,1892.13
19480,2015-09-29,8646.43
19481,2015-09-29,6668.36
86087,2015-09-29,1570.01
19480,2015-09-30,8701.8
19481,2015-09-30,6748.36
86087,2015-09-30,1496.97
19480,2015-10-01,11985.56
19481,2015-10-01,8608.02
86087,2015-10-01,3284.43
19480,2015-10-02,9976.67
19481,2015-10-02,9126.44
86087,2015-10-02,2602.56
19480,2015-10-03,14837.45
19481,2015-10-03,8938.9
86087,2015-10-03,2290.6
19480,2015-10-04,9050.08
19481,2015-10-04,8461.04
86087,2015-10-04,2165.8
19480,2015-10-05,10045.62
19481,2015-10-05,6974.1
86087,2015-10-05,2532.3
19480,2015-10-06,9709.34
19481,2015-10-06,6696.43
86087,2015-10-06,1784.02
19480,2015-10-07,7798.85
19481,2015-10-07,6575.24
86087,2015-10-07,1942.95
19480,2015-10-08,8497.74
19481,2015-10-08,7164.22
86087,2015-10-08,1733.54
19480,2015-10-09,9343
19481,2015-10-09,8358.58
86087,2015-10-09,2175.16
19480,2015-10-10,12048.43
19481,2015-10-10,7124.4
86087,2015-10-10,1848.26
19480,2015-10-11,8672.7
19481,2015-10-11,7180.21
86087,2015-10-11,2298.87
19480,2015-10-12,10358.71
19481,2015-10-12,7702.79
86087,2015-10-12,1766.67
19480,2015-10-13,7874.45
19481,2015-10-13,8205.23
86087,2015-10-13,3583.69
19480,2015-10-14,8324.86
19481,2015-10-14,6510.34
86087,2015-10-14,1844.78
19480,2015-10-15,7344.38
19481,2015-10-15,6879.65
86087,2015-10-15,1872.8
19480,2015-10-16,8554.63
19481,2015-10-16,8018.91
86087,2015-10-16,2293.6
19480,2015-10-17,11276.87
19481,2015-10-17,7317.46
86087,2015-10-17,2056.22
19480,2015-10-18,7673.98
19481,2015-10-18,7686.25
86087,2015-10-18,1802.08
19480,2015-10-19,9412.4
19481,2015-10-19,7652
86087,2015-10-19,2625.54
19480,2015-10-20,7919.97
19481,2015-10-20,7473.36
86087,2015-10-20,2739.83
19480,2015-10-21,9162.03
19481,2015-10-21,6805.72
86087,2015-10-21,1901.7
19480,2015-10-22,7627.3
19481,2015-10-22,6704.8
86087,2015-10-22,1819.87
19480,2015-10-23,8916.55
19481,2015-10-23,8720.31
86087,2015-10-23,1658.56
19480,2015-10-24,12390.28
19481,2015-10-24,8603.12
86087,2015-10-24,1702.06
19480,2015-10-25,7422.72
19481,2015-10-25,7390.24
86087,2015-10-25,1596.49
19480,2015-10-26,8304.43
19481,2015-10-26,7901.44
86087,2015-10-26,2016.49
19480,2015-10-27,7828.08
19481,2015-10-27,6322.64
86087,2015-10-27,1562.99
19480,2015-10-28,7140.45
19481,2015-10-28,6877.22
86087,2015-10-28,1921.43
19480,2015-10-29,6797.79
19481,2015-10-29,7044.79
86087,2015-10-29,1850.89
19480,2015-10-30,9037.24
19481,2015-10-30,7326.12
86087,2015-10-30,2398.97
19480,2015-10-31,11830.52
19481,2015-10-31,8221.48
86087,2015-10-31,2084.18
19480,2015-11-01,13099.46
19481,2015-11-01,8120.32
86087,2015-11-01,2504.1
19480,2015-11-02,11368.16
19481,2015-11-02,14987.34
86087,2015-11-02,2409.93
19480,2015-11-03,9097.22
19481,2015-11-03,7586.95
86087,2015-11-03,4727.76
19480,2015-11-04,7408.65
19481,2015-11-04,6766.72
86087,2015-11-04,1860.38
19480,2015-11-05,7697.43
19481,2015-11-05,7839.79
86087,2015-11-05,2013.09
19480,2015-11-06,9284.08
19481,2015-11-06,8617.26
86087,2015-11-06,2046.81
19480,2015-11-07,13529.31
19481,2015-11-07,8105.46
86087,2015-11-07,2671.39
19480,2015-11-08,8088.22
19481,2015-11-08,8131.67
86087,2015-11-08,1921.59
19480,2015-11-09,9111.31
19481,2015-11-09,8220.19
86087,2015-11-09,2152.29
19480,2015-11-10,9780.89
19481,2015-11-10,6294.03
86087,2015-11-10,1887.72
19480,2015-11-11,8893.48
19481,2015-11-11,7638.95
86087,2015-11-11,2063.26
19480,2015-11-12,7564.09
19481,2015-11-12,8031.89
86087,2015-11-12,1973.79
19480,2015-11-13,8419.87
19481,2015-11-13,8059.96
86087,2015-11-13,2071.71
19480,2015-11-14,11533.56
19481,2015-11-14,8166.3
86087,2015-11-14,1732.65
19480,2015-11-15,8879.54
19481,2015-11-15,7775.29
86087,2015-11-15,2068.46
19480,2015-11-16,9489.13
19481,2015-11-16,7693.97
86087,2015-11-16,2405.16
19480,2015-11-17,9824.18
19481,2015-11-17,7677.53
86087,2015-11-17,1479.24
19480,2015-11-18,8630.33
19481,2015-11-18,8798.33
86087,2015-11-18,2198.02
19480,2015-11-19,8962.84
19481,2015-11-19,8469.55
86087,2015-11-19,1693.86
19480,2015-11-20,9162.14
19481,2015-11-20,8116.36
86087,2015-11-20,2744.65
19480,2015-11-21,13428.39
19481,2015-11-21,9024.65
86087,2015-11-21,2499.02
19480,2015-11-22,9717.53
19481,2015-11-22,8972.4
86087,2015-11-22,2043.11
19480,2015-11-23,14370.71
19481,2015-11-23,11719.01
86087,2015-11-23,2518.09
19480,2015-11-24,13813.74
19481,2015-11-24,11926.08
86087,2015-11-24,2780.31
19480,2015-11-25,
19481,2015-11-25,13654.22
86087,2015-11-25,3851.81
19480,2015-11-26,
19481,2015-11-26,
86087,2015-11-26,1365.18
19480,2015-11-27,9037.79
19481,2015-11-27,5945.49
86087,2015-11-27,2064.21
19480,2015-11-28,11426.55
19481,2015-11-28,5793.16
86087,2015-11-28,1678.34
19480,2015-11-29,6717.04
19481,2015-11-29,5413.04
86087,2015-11-29,1505.13
19480,2015-11-30,8564.16
19481,2015-11-30,8756.6
86087,2015-11-30,1808.7
19480,2015-12-01,11335.59
19481,2015-12-01,8520.03
86087,2015-12-01,2781.6
19480,2015-12-02,8483.98
19481,2015-12-02,7934.89
86087,2015-12-02,1736.75
19480,2015-12-03,8285.68
19481,2015-12-03,8610.65
86087,2015-12-03,2642.03
19480,2015-12-04,9341.44
19481,2015-12-04,8136.39
86087,2015-12-04,1499.49
19480,2015-12-05,11195.24
19481,2015-12-05,7877.93
86087,2015-12-05,2206.82
19480,2015-12-06,7517.18
19481,2015-12-06,7976.67
86087,2015-12-06,1822.61
19480,2015-12-07,9937.56
19481,2015-12-07,8133.82
86087,2015-12-07,2034.85
19480,2015-12-08,8939.45
19481,2015-12-08,7393.81
86087,2015-12-08,4705.55
19480,2015-12-09,7515.27
19481,2015-12-09,7254.13
86087,2015-12-09,2417.01
19480,2015-12-10,6203.7
19481,2015-12-10,8261.35
86087,2015-12-10,1671
19480,2015-12-11,9444.25
19481,2015-12-11,8589.34
86087,2015-12-11,2003.48
19480,2015-12-12,11260.45
19481,2015-12-12,9022.9
86087,2015-12-12,1716.1
19480,2015-12-13,8152.84
19481,2015-12-13,7772.15
86087,2015-12-13,2748.41
19480,2015-12-14,10369.69
19481,2015-12-14,7728.84
86087,2015-12-14,2175.97
19480,2015-12-15,10343.69
19481,2015-12-15,8230.53
86087,2015-12-15,2328.12
19480,2015-12-16,9330.7
19481,2015-12-16,8639.85
86087,2015-12-16,2679.16
19480,2015-12-17,8982.92
19481,2015-12-17,7495.75
86087,2015-12-17,1503.94
19480,2015-12-18,9598.2
19481,2015-12-18,8217.88
86087,2015-12-18,2105.64
